Country,Date,Number of Cases
Singapore,"Feb 15 2020",null
Singapore,"Feb 16 2020",3
Singapore,"Feb 17 2020",2
Singapore,"Feb 18 2020",4
Singapore,"Feb 19 2020",3
Singapore,"Feb 20 2020",1
Singapore,"Feb 21 2020",1
Singapore,"Feb 22 2020",3
Singapore,"Feb 23 2020",0
Singapore,"Feb 24 2020",1
Singapore,"Feb 25 2020",1
Singapore,"Feb 26 2020",2
Singapore,"Feb 27 2020",3
Singapore,"Feb 28 2020",2
Singapore,"Feb 29 2020",4
Singapore,"Mar 01 2020",4
Singapore,"Mar 02 2020",2
Singapore,"Mar 03 2020",2
Singapore,"Mar 04 2020",2
Singapore,"Mar 05 2020",5
Singapore,"Mar 06 2020",13
Singapore,"Mar 07 2020",8
Singapore,"Mar 08 2020",12
Singapore,"Mar 09 2020",10
Singapore,"Mar 10 2020",6
Singapore,"Mar 11 2020",12
Singapore,"Mar 12 2020",9
Singapore,"Mar 13 2020",13
Singapore,"Mar 14 2020",12
Singapore,"Mar 15 2020",14
Singapore,"Mar 16 2020",17
Singapore,"Mar 17 2020",23
Singapore,"Mar 18 2020",47
Singapore,"Mar 19 2020",32
Singapore,"Mar 20 2020",40
Singapore,"Mar 21 2020",47
Singapore,"Mar 22 2020",23
Singapore,"Mar 23 2020",54
Singapore,"Mar 24 2020",49
Singapore,"Mar 25 2020",73
Singapore,"Mar 26 2020",52
Singapore,"Mar 27 2020",49
Singapore,"Mar 28 2020",70
Singapore,"Mar 29 2020",42
Singapore,"Mar 30 2020",35
Singapore,"Mar 31 2020",47
Singapore,"Apr 01 2020",74
Singapore,"Apr 02 2020",49
Singapore,"Apr 03 2020",65
Singapore,"Apr 04 2020",75
Singapore,"Apr 05 2020",120
Singapore,"Apr 06 2020",66
Singapore,"Apr 07 2020",106
Singapore,"Apr 08 2020",142
Singapore,"Apr 09 2020",287
Singapore,"Apr 10 2020",198
Singapore,"Apr 11 2020",191
Singapore,"Apr 12 2020",233
Singapore,"Apr 13 2020",386
Singapore,"Apr 14 2020",334
Singapore,"Apr 15 2020",447
Singapore,"Apr 16 2020",728
Singapore,"Apr 17 2020",623
Singapore,"Apr 18 2020",942
Singapore,"Apr 19 2020",596
Singapore,"Apr 20 2020",1426
Singapore,"Apr 21 2020",1111
Singapore,"Apr 22 2020",1016
Singapore,"Apr 23 2020",1037
Singapore,"Apr 24 2020",897
Singapore,"Apr 25 2020",618
Singapore,"Apr 26 2020",931
Singapore,"Apr 27 2020",799
Singapore,"Apr 28 2020",528
Singapore,"Apr 29 2020",690
Singapore,"Apr 30 2020",528
Singapore,"May 01 2020",932
Singapore,"May 02 2020",447
Singapore,"May 03 2020",657
Singapore,"May 04 2020",573
Singapore,"May 05 2020",632
Singapore,"May 06 2020",788
Singapore,"May 07 2020",741
Singapore,"May 08 2020",768
Singapore,"May 09 2020",753
Singapore,"May 10 2020",876
Singapore,"May 11 2020",451
Singapore,"May 12 2020",884
Singapore,"May 13 2020",675
Singapore,"May 14 2020",752
Singapore,"May 15 2020",793
Singapore,"May 16 2020",465
Singapore,"May 17 2020",682
Singapore,"May 18 2020",305
Singapore,"May 19 2020",451
Singapore,"May 20 2020",570
Singapore,"May 21 2020",448
Singapore,"May 22 2020",614
Singapore,"May 23 2020",642
Singapore,"May 24 2020",548
Singapore,"May 25 2020",344
Singapore,"May 26 2020",383
Singapore,"May 27 2020",533
Singapore,"May 28 2020",373
Singapore,"May 29 2020",611
Singapore,"May 30 2020",506
Singapore,"May 31 2020",518
Singapore,"Jun 01 2020",408
Singapore,"Jun 02 2020",544
Singapore,"Jun 03 2020",569
Singapore,"Jun 04 2020",517
Singapore,"Jun 05 2020",261
Singapore,"Jun 06 2020",344
Singapore,"Jun 07 2020",383
Singapore,"Jun 08 2020",386
Singapore,"Jun 09 2020",218
Singapore,"Jun 10 2020",451
Singapore,"Jun 11 2020",422
Singapore,"Jun 12 2020",463
Singapore,"Jun 13 2020",347
Singapore,"Jun 14 2020",407
Singapore,"Jun 15 2020",214
Singapore,"Jun 16 2020",151
Singapore,"Jun 17 2020",247
Singapore,"Jun 18 2020",257
Singapore,"Jun 19 2020",142
Singapore,"Jun 20 2020",218
Singapore,"Jun 21 2020",262
Singapore,"Jun 22 2020",218
Singapore,"Jun 23 2020",119
Singapore,"Jun 24 2020",191
Singapore,"Jun 25 2020",113
Singapore,"Jun 26 2020",219
Singapore,"Jun 27 2020",291
Singapore,"Jun 28 2020",213
Singapore,"Jun 29 2020",202
Singapore,"Jun 30 2020",246
Singapore,"Jul 01 2020",215
Singapore,"Jul 02 2020",188
Singapore,"Jul 03 2020",169
Singapore,"Jul 04 2020",185
Singapore,"Jul 05 2020",136
Singapore,"Jul 06 2020",183
Singapore,"Jul 07 2020",156
Singapore,"Jul 08 2020",158
Singapore,"Jul 09 2020",125
Singapore,"Jul 10 2020",191
Singapore,"Jul 11 2020",170
Singapore,"Jul 12 2020",178
Singapore,"Jul 13 2020",322
Singapore,"Jul 14 2020",346
Singapore,"Jul 15 2020",249
Singapore,"Jul 16 2020",248
Singapore,"Jul 17 2020",327
Singapore,"Jul 18 2020",202
Singapore,"Jul 19 2020",257
Singapore,"Jul 20 2020",123
Singapore,"Jul 21 2020",399
Singapore,"Jul 22 2020",310
Singapore,"Jul 23 2020",354
Singapore,"Jul 24 2020",277
Singapore,"Jul 25 2020",513
Singapore,"Jul 26 2020",481
Singapore,"Jul 27 2020",469
Singapore,"Jul 28 2020",359
Singapore,"Jul 29 2020",334
Singapore,"Jul 30 2020",278
Singapore,"Jul 31 2020",396
Singapore,"Aug 01 2020",307
Singapore,"Aug 02 2020",313
Singapore,"Aug 03 2020",226
Singapore,"Aug 04 2020",295
Singapore,"Aug 05 2020",908
Singapore,"Aug 06 2020",301
Singapore,"Aug 07 2020",242
Singapore,"Aug 08 2020",132
Singapore,"Aug 09 2020",175
Singapore,"Aug 10 2020",188
Singapore,"Aug 11 2020",61
Singapore,"Aug 12 2020",42
Singapore,"Aug 13 2020",102
Singapore,"Aug 14 2020",83
Singapore,"Aug 15 2020",81
Singapore,"Aug 16 2020",86
Singapore,"Aug 17 2020",91
Singapore,"Aug 18 2020",100
Singapore,"Aug 19 2020",93
Singapore,"Aug 20 2020",68
Singapore,"Aug 21 2020",117
Singapore,"Aug 22 2020",50
Singapore,"Aug 23 2020",87
Singapore,"Aug 24 2020",51
Singapore,"Aug 25 2020",31
Singapore,"Aug 26 2020",60
Singapore,"Aug 27 2020",77
Singapore,"Aug 28 2020",94
Singapore,"Aug 29 2020",51
Singapore,"Aug 30 2020",54
Singapore,"Aug 31 2020",41
Singapore,"Sep 01 2020",40
Singapore,"Sep 02 2020",8
Singapore,"Sep 03 2020",48
Singapore,"Sep 04 2020",40
Singapore,"Sep 05 2020",34
Singapore,"Sep 06 2020",40
Singapore,"Sep 07 2020",22
Singapore,"Sep 08 2020",47
Singapore,"Sep 09 2020",75
Singapore,"Sep 10 2020",63
Singapore,"Sep 11 2020",86
Singapore,"Sep 12 2020",42
Singapore,"Sep 13 2020",49
Singapore,"Sep 14 2020",48
Singapore,"Sep 15 2020",34
Singapore,"Sep 16 2020",26
Singapore,"Sep 17 2020",18
Singapore,"Sep 18 2020",11
Singapore,"Sep 19 2020",15
Singapore,"Sep 20 2020",18
Singapore,"Sep 21 2020",30
Singapore,"Sep 22 2020",21
Singapore,"Sep 23 2020",12
Singapore,"Sep 24 2020",15
Singapore,"Sep 25 2020",11
Singapore,"Sep 26 2020",20
Singapore,"Sep 27 2020",15
Singapore,"Sep 28 2020",15
Singapore,"Sep 29 2020",27
Singapore,"Sep 30 2020",23
Singapore,"Oct 01 2020",19
Singapore,"Oct 02 2020",10
Singapore,"Oct 03 2020",6
Singapore,"Oct 04 2020",12
Singapore,"Oct 05 2020",7
Singapore,"Oct 06 2020",11
Singapore,"Oct 07 2020",10
Singapore,"Oct 08 2020",9
Singapore,"Oct 09 2020",10
Singapore,"Oct 10 2020",7
Singapore,"Oct 11 2020",10
Singapore,"Oct 12 2020",4
Singapore,"Oct 13 2020",4
Singapore,"Oct 14 2020",5
Singapore,"Oct 15 2020",3
Singapore,"Oct 16 2020",9
Singapore,"Oct 17 2020",3
Singapore,"Oct 18 2020",7
Singapore,"Oct 19 2020",4
Singapore,"Oct 20 2020",6
Singapore,"Oct 21 2020",12
Singapore,"Oct 22 2020",8
Singapore,"Oct 23 2020",10
Singapore,"Oct 24 2020",14
Singapore,"Oct 25 2020",5
Singapore,"Oct 26 2020",3
Singapore,"Oct 27 2020",7
Singapore,"Oct 28 2020",7
Singapore,"Oct 29 2020",7
Singapore,"Oct 30 2020",9
Singapore,"Oct 31 2020",12
Singapore,"Nov 01 2020",4
Singapore,"Nov 02 2020",1
Singapore,"Nov 03 2020",9
Singapore,"Nov 04 2020",7
Singapore,"Nov 05 2020",7
Singapore,"Nov 06 2020",4
Singapore,"Nov 07 2020",7
Singapore,"Nov 08 2020",2
Singapore,"Nov 09 2020",8
Singapore,"Nov 10 2020",9
Singapore,"Nov 11 2020",18
Singapore,"Nov 12 2020",11
Singapore,"Nov 13 2020",12
Singapore,"Nov 14 2020",2
Singapore,"Nov 15 2020",3
Singapore,"Nov 16 2020",5
Singapore,"Nov 17 2020",6
Singapore,"Nov 18 2020",5
Singapore,"Nov 19 2020",4
Singapore,"Nov 20 2020",4
Singapore,"Nov 21 2020",5
Singapore,"Nov 22 2020",12
Singapore,"Nov 23 2020",5
Singapore,"Nov 24 2020",18
Singapore,"Nov 25 2020",7
Singapore,"Nov 26 2020",5
Singapore,"Nov 27 2020",4
Singapore,"Nov 28 2020",6
Singapore,"Nov 29 2020",8
Singapore,"Nov 30 2020",5
Singapore,"Dec 01 2020",10
Singapore,"Dec 02 2020",2
Singapore,"Dec 03 2020",9
Singapore,"Dec 04 2020",3
Singapore,"Dec 05 2020",13
Singapore,"Dec 06 2020",5
Singapore,"Dec 07 2020",13
Singapore,"Dec 08 2020",12
Singapore,"Dec 09 2020",6
Singapore,"Dec 10 2020",6
Singapore,"Dec 11 2020",8
Singapore,"Dec 12 2020",8
Singapore,"Dec 13 2020",7
Singapore,"Dec 14 2020",5
Singapore,"Dec 15 2020",16
Singapore,"Dec 16 2020",12
Singapore,"Dec 17 2020",24
Singapore,"Dec 18 2020",9
Singapore,"Dec 19 2020",17
Singapore,"Dec 20 2020",19
Singapore,"Dec 21 2020",10
Singapore,"Dec 22 2020",29
Singapore,"Dec 23 2020",21
Singapore,"Dec 24 2020",13
Singapore,"Dec 25 2020",14
Singapore,"Dec 26 2020",10
Singapore,"Dec 27 2020",5
Singapore,"Dec 28 2020",5
Singapore,"Dec 29 2020",13
Singapore,"Dec 30 2020",27
Singapore,"Dec 31 2020",30
Singapore,"Jan 01 2021",30
Singapore,"Jan 02 2021",33
Singapore,"Jan 03 2021",35
Singapore,"Jan 04 2021",24
Singapore,"Jan 05 2021",28
Singapore,"Jan 06 2021",31
Singapore,"Jan 07 2021",33
Singapore,"Jan 08 2021",23
Singapore,"Jan 09 2021",29
Singapore,"Jan 10 2021",42
Singapore,"Jan 11 2021",22
Singapore,"Jan 12 2021",17
Singapore,"Jan 13 2021",38
Singapore,"Jan 14 2021",45
Singapore,"Jan 15 2021",30
Singapore,"Jan 16 2021",24
Singapore,"Jan 17 2021",30
Singapore,"Jan 18 2021",14
Singapore,"Jan 19 2021",30
Singapore,"Jan 20 2021",40
Singapore,"Jan 21 2021",38
Singapore,"Jan 22 2021",15
Singapore,"Jan 23 2021",10
Singapore,"Jan 24 2021",48
Singapore,"Jan 25 2021",44
Singapore,"Jan 26 2021",14
Singapore,"Jan 27 2021",25
Singapore,"Jan 28 2021",34
Singapore,"Jan 29 2021",24
Singapore,"Jan 30 2021",58
Singapore,"Jan 31 2021",29
Singapore,"Feb 01 2021",29
Singapore,"Feb 02 2021",19
Singapore,"Feb 03 2021",18
Singapore,"Feb 04 2021",22
Singapore,"Feb 05 2021",25
Singapore,"Feb 06 2021",26
Singapore,"Feb 07 2021",24
Singapore,"Feb 08 2021",22
Singapore,"Feb 09 2021",11
Singapore,"Feb 10 2021",15
Singapore,"Feb 11 2021",12
Singapore,"Feb 12 2021",18
Singapore,"Feb 13 2021",9
Singapore,"Feb 14 2021",14
Singapore,"Feb 15 2021",9
Singapore,"Feb 16 2021",1
Singapore,"Feb 17 2021",11
Singapore,"Feb 18 2021",11
Singapore,"Feb 19 2021",14
Singapore,"Feb 20 2021",12
Singapore,"Feb 21 2021",11
Singapore,"Feb 22 2021",10
Singapore,"Feb 23 2021",4
Singapore,"Feb 24 2021",7
Singapore,"Feb 25 2021",10
Singapore,"Feb 26 2021",13
Singapore,"Feb 27 2021",12
Singapore,"Feb 28 2021",11
Singapore,"Mar 01 2021",12
Singapore,"Mar 02 2021",8
Singapore,"Mar 03 2021",23
Singapore,"Mar 04 2021",19
Singapore,"Mar 05 2021",9
Singapore,"Mar 06 2021",13
Singapore,"Mar 07 2021",13
Singapore,"Mar 08 2021",13
Singapore,"Mar 09 2021",6
Singapore,"Mar 10 2021",10
Singapore,"Mar 11 2021",8
Singapore,"Mar 12 2021",10
Singapore,"Mar 13 2021",8
Singapore,"Mar 14 2021",17
Singapore,"Mar 15 2021",12
Singapore,"Mar 16 2021",11
Singapore,"Mar 17 2021",9
Singapore,"Mar 18 2021",15
Singapore,"Mar 19 2021",15
Singapore,"Mar 20 2021",17
Singapore,"Mar 21 2021",12
Singapore,"Mar 22 2021",12
Singapore,"Mar 23 2021",13
Singapore,"Mar 24 2021",15
Singapore,"Mar 25 2021",17
Singapore,"Mar 26 2021",12
Singapore,"Mar 27 2021",23
Singapore,"Mar 28 2021",12
Singapore,"Mar 29 2021",21
Singapore,"Mar 30 2021",26
Singapore,"Mar 31 2021",34
Singapore,"Apr 01 2021",26
Singapore,"Apr 02 2021",43
Singapore,"Apr 03 2021",18
Singapore,"Apr 04 2021"        ,10            
Malaysia,"Feb 15 2020",null
Malaysia,"Feb 16 2020",0
Malaysia,"Feb 17 2020",0
Malaysia,"Feb 18 2020",0
Malaysia,"Feb 19 2020",0
Malaysia,"Feb 20 2020",0
Malaysia,"Feb 21 2020",0
Malaysia,"Feb 22 2020",0
Malaysia,"Feb 23 2020",0
Malaysia,"Feb 24 2020",0
Malaysia,"Feb 25 2020",0
Malaysia,"Feb 26 2020",0
Malaysia,"Feb 27 2020",0
Malaysia,"Feb 28 2020",3
Malaysia,"Feb 29 2020",0
Malaysia,"Mar 01 2020",4
Malaysia,"Mar 02 2020",0
Malaysia,"Mar 03 2020",7
Malaysia,"Mar 04 2020",14
Malaysia,"Mar 05 2020",5
Malaysia,"Mar 06 2020",28
Malaysia,"Mar 07 2020",10
Malaysia,"Mar 08 2020",6
Malaysia,"Mar 09 2020",18
Malaysia,"Mar 10 2020",12
Malaysia,"Mar 11 2020",20
Malaysia,"Mar 12 2020",9
Malaysia,"Mar 13 2020",39
Malaysia,"Mar 14 2020",41
Malaysia,"Mar 15 2020",190
Malaysia,"Mar 16 2020",138
Malaysia,"Mar 17 2020",107
Malaysia,"Mar 18 2020",117
Malaysia,"Mar 19 2020",110
Malaysia,"Mar 20 2020",130
Malaysia,"Mar 21 2020",153
Malaysia,"Mar 22 2020",123
Malaysia,"Mar 23 2020",212
Malaysia,"Mar 24 2020",106
Malaysia,"Mar 25 2020",172
Malaysia,"Mar 26 2020",235
Malaysia,"Mar 27 2020",130
Malaysia,"Mar 28 2020",159
Malaysia,"Mar 29 2020",150
Malaysia,"Mar 30 2020",156
Malaysia,"Mar 31 2020",140
Malaysia,"Apr 01 2020",142
Malaysia,"Apr 02 2020",208
Malaysia,"Apr 03 2020",217
Malaysia,"Apr 04 2020",150
Malaysia,"Apr 05 2020",179
Malaysia,"Apr 06 2020",131
Malaysia,"Apr 07 2020",170
Malaysia,"Apr 08 2020",156
Malaysia,"Apr 09 2020",109
Malaysia,"Apr 10 2020",118
Malaysia,"Apr 11 2020",184
Malaysia,"Apr 12 2020",153
Malaysia,"Apr 13 2020",134
Malaysia,"Apr 14 2020",170
Malaysia,"Apr 15 2020",85
Malaysia,"Apr 16 2020",110
Malaysia,"Apr 17 2020",69
Malaysia,"Apr 18 2020",54
Malaysia,"Apr 19 2020",84
Malaysia,"Apr 20 2020",36
Malaysia,"Apr 21 2020",57
Malaysia,"Apr 22 2020",50
Malaysia,"Apr 23 2020",71
Malaysia,"Apr 24 2020",88
Malaysia,"Apr 25 2020",51
Malaysia,"Apr 26 2020",38
Malaysia,"Apr 27 2020",40
Malaysia,"Apr 28 2020",31
Malaysia,"Apr 29 2020",94
Malaysia,"Apr 30 2020",57
Malaysia,"May 01 2020",69
Malaysia,"May 02 2020",105
Malaysia,"May 03 2020",122
Malaysia,"May 04 2020",55
Malaysia,"May 05 2020",30
Malaysia,"May 06 2020",45
Malaysia,"May 07 2020",39
Malaysia,"May 08 2020",68
Malaysia,"May 09 2020",54
Malaysia,"May 10 2020",67
Malaysia,"May 11 2020",70
Malaysia,"May 12 2020",16
Malaysia,"May 13 2020",37
Malaysia,"May 14 2020",40
Malaysia,"May 15 2020",36
Malaysia,"May 16 2020",17
Malaysia,"May 17 2020",22
Malaysia,"May 18 2020",47
Malaysia,"May 19 2020",37
Malaysia,"May 20 2020",31
Malaysia,"May 21 2020",50
Malaysia,"May 22 2020",78
Malaysia,"May 23 2020",48
Malaysia,"May 24 2020",60
Malaysia,"May 25 2020",172
Malaysia,"May 26 2020",187
Malaysia,"May 27 2020",15
Malaysia,"May 28 2020",10
Malaysia,"May 29 2020",103
Malaysia,"May 30 2020",30
Malaysia,"May 31 2020",57
Malaysia,"Jun 01 2020",38
Malaysia,"Jun 02 2020",20
Malaysia,"Jun 03 2020",93
Malaysia,"Jun 04 2020",277
Malaysia,"Jun 05 2020",19
Malaysia,"Jun 06 2020",37
Malaysia,"Jun 07 2020",19
Malaysia,"Jun 08 2020",7
Malaysia,"Jun 09 2020",7
Malaysia,"Jun 10 2020",2
Malaysia,"Jun 11 2020",31
Malaysia,"Jun 12 2020",33
Malaysia,"Jun 13 2020",43
Malaysia,"Jun 14 2020",8
Malaysia,"Jun 15 2020",41
Malaysia,"Jun 16 2020",11
Malaysia,"Jun 17 2020",10
Malaysia,"Jun 18 2020",14
Malaysia,"Jun 19 2020",6
Malaysia,"Jun 20 2020",21
Malaysia,"Jun 21 2020",16
Malaysia,"Jun 22 2020",15
Malaysia,"Jun 23 2020",3
Malaysia,"Jun 24 2020",6
Malaysia,"Jun 25 2020",4
Malaysia,"Jun 26 2020",6
Malaysia,"Jun 27 2020",10
Malaysia,"Jun 28 2020",18
Malaysia,"Jun 29 2020",3
Malaysia,"Jun 30 2020",2
Malaysia,"Jul 01 2020",1
Malaysia,"Jul 02 2020",3
Malaysia,"Jul 03 2020",5
Malaysia,"Jul 04 2020",10
Malaysia,"Jul 05 2020",5
Malaysia,"Jul 06 2020",5
Malaysia,"Jul 07 2020",6
Malaysia,"Jul 08 2020",3
Malaysia,"Jul 09 2020",6
Malaysia,"Jul 10 2020",13
Malaysia,"Jul 11 2020",8
Malaysia,"Jul 12 2020",14
Malaysia,"Jul 13 2020",7
Malaysia,"Jul 14 2020",4
Malaysia,"Jul 15 2020",5
Malaysia,"Jul 16 2020",3
Malaysia,"Jul 17 2020",18
Malaysia,"Jul 18 2020",9
Malaysia,"Jul 19 2020",15
Malaysia,"Jul 20 2020",21
Malaysia,"Jul 21 2020",15
Malaysia,"Jul 22 2020",16
Malaysia,"Jul 23 2020",9
Malaysia,"Jul 24 2020",21
Malaysia,"Jul 25 2020",23
Malaysia,"Jul 26 2020",13
Malaysia,"Jul 27 2020",7
Malaysia,"Jul 28 2020",39
Malaysia,"Jul 29 2020",13
Malaysia,"Jul 30 2020",8
Malaysia,"Jul 31 2020",12
Malaysia,"Aug 01 2020",9
Malaysia,"Aug 02 2020",14
Malaysia,"Aug 03 2020",2
Malaysia,"Aug 04 2020",1
Malaysia,"Aug 05 2020",21
Malaysia,"Aug 06 2020",15
Malaysia,"Aug 07 2020",25
Malaysia,"Aug 08 2020",7
Malaysia,"Aug 09 2020",13
Malaysia,"Aug 10 2020",11
Malaysia,"Aug 11 2020",9
Malaysia,"Aug 12 2020",11
Malaysia,"Aug 13 2020",15
Malaysia,"Aug 14 2020",20
Malaysia,"Aug 15 2020",26
Malaysia,"Aug 16 2020",25
Malaysia,"Aug 17 2020",12
Malaysia,"Aug 18 2020",7
Malaysia,"Aug 19 2020",16
Malaysia,"Aug 20 2020",5
Malaysia,"Aug 21 2020",9
Malaysia,"Aug 22 2020",8
Malaysia,"Aug 23 2020",10
Malaysia,"Aug 24 2020",7
Malaysia,"Aug 25 2020",11
Malaysia,"Aug 26 2020",6
Malaysia,"Aug 27 2020",5
Malaysia,"Aug 28 2020",10
Malaysia,"Aug 29 2020",11
Malaysia,"Aug 30 2020",17
Malaysia,"Aug 31 2020",6
Malaysia,"Sep 01 2020",14
Malaysia,"Sep 02 2020",6
Malaysia,"Sep 03 2020",14
Malaysia,"Sep 04 2020",11
Malaysia,"Sep 05 2020",6
Malaysia,"Sep 06 2020",6
Malaysia,"Sep 07 2020",62
Malaysia,"Sep 08 2020",100
Malaysia,"Sep 09 2020",24
Malaysia,"Sep 10 2020",45
Malaysia,"Sep 11 2020",182
Malaysia,"Sep 12 2020",58
Malaysia,"Sep 13 2020",47
Malaysia,"Sep 14 2020",31
Malaysia,"Sep 15 2020",23
Malaysia,"Sep 16 2020",62
Malaysia,"Sep 17 2020",21
Malaysia,"Sep 18 2020",95
Malaysia,"Sep 19 2020",20
Malaysia,"Sep 20 2020",52
Malaysia,"Sep 21 2020",57
Malaysia,"Sep 22 2020",82
Malaysia,"Sep 23 2020",147
Malaysia,"Sep 24 2020",71
Malaysia,"Sep 25 2020",111
Malaysia,"Sep 26 2020",82
Malaysia,"Sep 27 2020",150
Malaysia,"Sep 28 2020",115
Malaysia,"Sep 29 2020",101
Malaysia,"Sep 30 2020",89
Malaysia,"Oct 01 2020",260
Malaysia,"Oct 02 2020",287
Malaysia,"Oct 03 2020",317
Malaysia,"Oct 04 2020",293
Malaysia,"Oct 05 2020",432
Malaysia,"Oct 06 2020",691
Malaysia,"Oct 07 2020",489
Malaysia,"Oct 08 2020",375
Malaysia,"Oct 09 2020",354
Malaysia,"Oct 10 2020",374
Malaysia,"Oct 11 2020",561
Malaysia,"Oct 12 2020",563
Malaysia,"Oct 13 2020",660
Malaysia,"Oct 14 2020",660
Malaysia,"Oct 15 2020",589
Malaysia,"Oct 16 2020",629
Malaysia,"Oct 17 2020",869
Malaysia,"Oct 18 2020",871
Malaysia,"Oct 19 2020",865
Malaysia,"Oct 20 2020",862
Malaysia,"Oct 21 2020",732
Malaysia,"Oct 22 2020",847
Malaysia,"Oct 23 2020",710
Malaysia,"Oct 24 2020",1228
Malaysia,"Oct 25 2020",823
Malaysia,"Oct 26 2020",1240
Malaysia,"Oct 27 2020",835
Malaysia,"Oct 28 2020",801
Malaysia,"Oct 29 2020",649
Malaysia,"Oct 30 2020",799
Malaysia,"Oct 31 2020",659
Malaysia,"Nov 01 2020",957
Malaysia,"Nov 02 2020",834
Malaysia,"Nov 03 2020",1054
Malaysia,"Nov 04 2020",1032
Malaysia,"Nov 05 2020",1009
Malaysia,"Nov 06 2020",1755
Malaysia,"Nov 07 2020",1168
Malaysia,"Nov 08 2020",852
Malaysia,"Nov 09 2020",972
Malaysia,"Nov 10 2020",869
Malaysia,"Nov 11 2020",822
Malaysia,"Nov 12 2020",919
Malaysia,"Nov 13 2020",1304
Malaysia,"Nov 14 2020",1114
Malaysia,"Nov 15 2020",1208
Malaysia,"Nov 16 2020",1103
Malaysia,"Nov 17 2020",1210
Malaysia,"Nov 18 2020",660
Malaysia,"Nov 19 2020",1290
Malaysia,"Nov 20 2020",958
Malaysia,"Nov 21 2020",1041
Malaysia,"Nov 22 2020",1096
Malaysia,"Nov 23 2020",1884
Malaysia,"Nov 24 2020",2188
Malaysia,"Nov 25 2020",970
Malaysia,"Nov 26 2020",935
Malaysia,"Nov 27 2020",1109
Malaysia,"Nov 28 2020",1315
Malaysia,"Nov 29 2020",1309
Malaysia,"Nov 30 2020",1212
Malaysia,"Dec 01 2020",1472
Malaysia,"Dec 02 2020",851
Malaysia,"Dec 03 2020",1075
Malaysia,"Dec 04 2020",1141
Malaysia,"Dec 05 2020",1123
Malaysia,"Dec 06 2020",1335
Malaysia,"Dec 07 2020",1600
Malaysia,"Dec 08 2020",1012
Malaysia,"Dec 09 2020",959
Malaysia,"Dec 10 2020",2234
Malaysia,"Dec 11 2020",1810
Malaysia,"Dec 12 2020",1937
Malaysia,"Dec 13 2020",1229
Malaysia,"Dec 14 2020",1371
Malaysia,"Dec 15 2020",1772
Malaysia,"Dec 16 2020",1295
Malaysia,"Dec 17 2020",1220
Malaysia,"Dec 18 2020",1683
Malaysia,"Dec 19 2020",1153
Malaysia,"Dec 20 2020",1340
Malaysia,"Dec 21 2020",2018
Malaysia,"Dec 22 2020",2062
Malaysia,"Dec 23 2020",1348
Malaysia,"Dec 24 2020",1581
Malaysia,"Dec 25 2020",1247
Malaysia,"Dec 26 2020",2335
Malaysia,"Dec 27 2020",1196
Malaysia,"Dec 28 2020",1594
Malaysia,"Dec 29 2020",1925
Malaysia,"Dec 30 2020",1870
Malaysia,"Dec 31 2020",2525
Malaysia,"Jan 01 2021",2068
Malaysia,"Jan 02 2021",2295
Malaysia,"Jan 03 2021",1704
Malaysia,"Jan 04 2021",1741
Malaysia,"Jan 05 2021",2027
Malaysia,"Jan 06 2021",2593
Malaysia,"Jan 07 2021",3027
Malaysia,"Jan 08 2021",2643
Malaysia,"Jan 09 2021",2451
Malaysia,"Jan 10 2021",2433
Malaysia,"Jan 11 2021",2232
Malaysia,"Jan 12 2021",3309
Malaysia,"Jan 13 2021",2985
Malaysia,"Jan 14 2021",3337
Malaysia,"Jan 15 2021",3211
Malaysia,"Jan 16 2021",4029
Malaysia,"Jan 17 2021",3339
Malaysia,"Jan 18 2021",3306
Malaysia,"Jan 19 2021",3631
Malaysia,"Jan 20 2021",4008
Malaysia,"Jan 21 2021",3170
Malaysia,"Jan 22 2021",3631
Malaysia,"Jan 23 2021",4275
Malaysia,"Jan 24 2021",3346
Malaysia,"Jan 25 2021",3048
Malaysia,"Jan 26 2021",3585
Malaysia,"Jan 27 2021",3680
Malaysia,"Jan 28 2021",4094
Malaysia,"Jan 29 2021",5725
Malaysia,"Jan 30 2021",5728
Malaysia,"Jan 31 2021",5298
Malaysia,"Feb 01 2021",4214
Malaysia,"Feb 02 2021",3455
Malaysia,"Feb 03 2021",4284
Malaysia,"Feb 04 2021",4571
Malaysia,"Feb 05 2021",3391
Malaysia,"Feb 06 2021",3847
Malaysia,"Feb 07 2021",3731
Malaysia,"Feb 08 2021",3100
Malaysia,"Feb 09 2021",2764
Malaysia,"Feb 10 2021",3288
Malaysia,"Feb 11 2021",3384
Malaysia,"Feb 12 2021",3318
Malaysia,"Feb 13 2021",3499
Malaysia,"Feb 14 2021",2464
Malaysia,"Feb 15 2021",2176
Malaysia,"Feb 16 2021",2720
Malaysia,"Feb 17 2021",2998
Malaysia,"Feb 18 2021",2712
Malaysia,"Feb 19 2021",2936
Malaysia,"Feb 20 2021",2461
Malaysia,"Feb 21 2021",3297
Malaysia,"Feb 22 2021",2192
Malaysia,"Feb 23 2021",2468
Malaysia,"Feb 24 2021",3545
Malaysia,"Feb 25 2021",1924
Malaysia,"Feb 26 2021",2253
Malaysia,"Feb 27 2021",2364
Malaysia,"Feb 28 2021",2437
Malaysia,"Mar 01 2021",1828
Malaysia,"Mar 02 2021",1555
Malaysia,"Mar 03 2021",1745
Malaysia,"Mar 04 2021",2063
Malaysia,"Mar 05 2021",2154
