Country,Date,Number of Cases
Colombia,"Mar 20 2021",6761
Colombia,"Mar 21 2021",5963
Colombia,"Mar 22 2021",5128
Colombia,"Mar 23 2021",4946
Colombia,"Mar 24 2021",5986
Colombia,"Mar 25 2021",6732
Colombia,"Mar 26 2021",7395
Colombia,"Mar 27 2021",8254
Colombia,"Mar 28 2021",7139
Colombia,"Mar 29 2021",7049
Colombia,"Mar 30 2021",7952
Colombia,"Mar 31 2021",8646
Colombia,"Apr 01 2021",11449
Colombia,"Apr 02 2021",10222
Colombia,"Apr 03 2021",9149
Colombia,"Apr 04 2021"        ,9022            
Poland,"Feb 15 2020",null
Poland,"Feb 16 2020",null
Poland,"Feb 17 2020",null
Poland,"Feb 18 2020",null
Poland,"Feb 19 2020",null
Poland,"Feb 20 2020",null
Poland,"Feb 21 2020",null
Poland,"Feb 22 2020",null
Poland,"Feb 23 2020",null
Poland,"Feb 24 2020",null
Poland,"Feb 25 2020",null
Poland,"Feb 26 2020",null
Poland,"Feb 27 2020",null
Poland,"Feb 28 2020",null
Poland,"Feb 29 2020",null
Poland,"Mar 01 2020",null
Poland,"Mar 02 2020",null
Poland,"Mar 03 2020",null
Poland,"Mar 04 2020",null
Poland,"Mar 05 2020",0
Poland,"Mar 06 2020",4
Poland,"Mar 07 2020",1
Poland,"Mar 08 2020",5
Poland,"Mar 09 2020",6
Poland,"Mar 10 2020",5
Poland,"Mar 11 2020",9
Poland,"Mar 12 2020",20
Poland,"Mar 13 2020",17
Poland,"Mar 14 2020",36
Poland,"Mar 15 2020",21
Poland,"Mar 16 2020",52
Poland,"Mar 17 2020",61
Poland,"Mar 18 2020",49
Poland,"Mar 19 2020",68
Poland,"Mar 20 2020",70
Poland,"Mar 21 2020",111
Poland,"Mar 22 2020",98
Poland,"Mar 23 2020",115
Poland,"Mar 24 2020",152
Poland,"Mar 25 2020",150
Poland,"Mar 26 2020",170
Poland,"Mar 27 2020",168
Poland,"Mar 28 2020",249
Poland,"Mar 29 2020",224
Poland,"Mar 30 2020",193
Poland,"Mar 31 2020",256
Poland,"Apr 01 2020",243
Poland,"Apr 02 2020",392
Poland,"Apr 03 2020",437
Poland,"Apr 04 2020",244
Poland,"Apr 05 2020",475
Poland,"Apr 06 2020",311
Poland,"Apr 07 2020",435
Poland,"Apr 08 2020",357
Poland,"Apr 09 2020",370
Poland,"Apr 10 2020",380
Poland,"Apr 11 2020",401
Poland,"Apr 12 2020",318
Poland,"Apr 13 2020",260
Poland,"Apr 14 2020",268
Poland,"Apr 15 2020",380
Poland,"Apr 16 2020",336
Poland,"Apr 17 2020",461
Poland,"Apr 18 2020",363
Poland,"Apr 19 2020",545
Poland,"Apr 20 2020",306
Poland,"Apr 21 2020",263
Poland,"Apr 22 2020",313
Poland,"Apr 23 2020",342
Poland,"Apr 24 2020",381
Poland,"Apr 25 2020",381
Poland,"Apr 26 2020",344
Poland,"Apr 27 2020",285
Poland,"Apr 28 2020",316
Poland,"Apr 29 2020",422
Poland,"Apr 30 2020",237
Poland,"May 01 2020",228
Poland,"May 02 2020",270
Poland,"May 03 2020",318
Poland,"May 04 2020",313
Poland,"May 05 2020",425
Poland,"May 06 2020",309
Poland,"May 07 2020",307
Poland,"May 08 2020",319
Poland,"May 09 2020",285
Poland,"May 10 2020",345
Poland,"May 11 2020",330
Poland,"May 12 2020",595
Poland,"May 13 2020",283
Poland,"May 14 2020",411
Poland,"May 15 2020",401
Poland,"May 16 2020",241
Poland,"May 17 2020",272
Poland,"May 18 2020",356
Poland,"May 19 2020",383
Poland,"May 20 2020",471
Poland,"May 21 2020",404
Poland,"May 22 2020",476
Poland,"May 23 2020",312
Poland,"May 24 2020",395
Poland,"May 25 2020",305
Poland,"May 26 2020",443
Poland,"May 27 2020",399
Poland,"May 28 2020",352
Poland,"May 29 2020",330
Poland,"May 30 2020",416
Poland,"May 31 2020",215
Poland,"Jun 01 2020",379
Poland,"Jun 02 2020",230
Poland,"Jun 03 2020",292
Poland,"Jun 04 2020",361
Poland,"Jun 05 2020",362
Poland,"Jun 06 2020",576
Poland,"Jun 07 2020",575
Poland,"Jun 08 2020",599
Poland,"Jun 09 2020",400
Poland,"Jun 10 2020",282
Poland,"Jun 11 2020",359
Poland,"Jun 12 2020",376
Poland,"Jun 13 2020",440
Poland,"Jun 14 2020",375
Poland,"Jun 15 2020",396
Poland,"Jun 16 2020",407
Poland,"Jun 17 2020",506
Poland,"Jun 18 2020",314
Poland,"Jun 19 2020",301
Poland,"Jun 20 2020",304
Poland,"Jun 21 2020",311
Poland,"Jun 22 2020",296
Poland,"Jun 23 2020",300
Poland,"Jun 24 2020",294
Poland,"Jun 25 2020",298
Poland,"Jun 26 2020",276
Poland,"Jun 27 2020",319
Poland,"Jun 28 2020",193
Poland,"Jun 29 2020",247
Poland,"Jun 30 2020",239
Poland,"Jul 01 2020",382
Poland,"Jul 02 2020",371
Poland,"Jul 03 2020",259
Poland,"Jul 04 2020",314
Poland,"Jul 05 2020",231
Poland,"Jul 06 2020",205
Poland,"Jul 07 2020",257
Poland,"Jul 08 2020",277
Poland,"Jul 09 2020",262
Poland,"Jul 10 2020",265
Poland,"Jul 11 2020",305
Poland,"Jul 12 2020",370
Poland,"Jul 13 2020",299
Poland,"Jul 14 2020",267
Poland,"Jul 15 2020",264
Poland,"Jul 16 2020",333
Poland,"Jul 17 2020",353
Poland,"Jul 18 2020",339
Poland,"Jul 19 2020",358
Poland,"Jul 20 2020",279
Poland,"Jul 21 2020",399
Poland,"Jul 22 2020",380
Poland,"Jul 23 2020",418
Poland,"Jul 24 2020",458
Poland,"Jul 25 2020",584
Poland,"Jul 26 2020",443
Poland,"Jul 27 2020",337
Poland,"Jul 28 2020",502
Poland,"Jul 29 2020",512
Poland,"Jul 30 2020",615
Poland,"Jul 31 2020",657
Poland,"Aug 01 2020",658
Poland,"Aug 02 2020",548
Poland,"Aug 03 2020",575
Poland,"Aug 04 2020",680
Poland,"Aug 05 2020",640
Poland,"Aug 06 2020",726
Poland,"Aug 07 2020",809
Poland,"Aug 08 2020",843
Poland,"Aug 09 2020",624
Poland,"Aug 10 2020",619
Poland,"Aug 11 2020",551
Poland,"Aug 12 2020",715
Poland,"Aug 13 2020",811
Poland,"Aug 14 2020",832
Poland,"Aug 15 2020",771
Poland,"Aug 16 2020",594
Poland,"Aug 17 2020",595
Poland,"Aug 18 2020",597
Poland,"Aug 19 2020",735
Poland,"Aug 20 2020",767
Poland,"Aug 21 2020",903
Poland,"Aug 22 2020",900
Poland,"Aug 23 2020",581
Poland,"Aug 24 2020",548
Poland,"Aug 25 2020",763
Poland,"Aug 26 2020",729
Poland,"Aug 27 2020",887
Poland,"Aug 28 2020",791
Poland,"Aug 29 2020",759
Poland,"Aug 30 2020",631
Poland,"Aug 31 2020",502
Poland,"Sep 01 2020",550
Poland,"Sep 02 2020",595
Poland,"Sep 03 2020",612
Poland,"Sep 04 2020",691
Poland,"Sep 05 2020",567
Poland,"Sep 06 2020",437
Poland,"Sep 07 2020",302
Poland,"Sep 08 2020",400
Poland,"Sep 09 2020",421
Poland,"Sep 10 2020",506
Poland,"Sep 11 2020",594
Poland,"Sep 12 2020",603
Poland,"Sep 13 2020",502
Poland,"Sep 14 2020",377
Poland,"Sep 15 2020",605
Poland,"Sep 16 2020",600
Poland,"Sep 17 2020",837
Poland,"Sep 18 2020",757
Poland,"Sep 19 2020",1002
Poland,"Sep 20 2020",910
Poland,"Sep 21 2020",748
Poland,"Sep 22 2020",711
Poland,"Sep 23 2020",974
Poland,"Sep 24 2020",1136
Poland,"Sep 25 2020",1587
Poland,"Sep 26 2020",1584
Poland,"Sep 27 2020",1350
Poland,"Sep 28 2020",1306
Poland,"Sep 29 2020",1326
Poland,"Sep 30 2020",1552
Poland,"Oct 01 2020",1967
Poland,"Oct 02 2020",2292
Poland,"Oct 03 2020",2367
Poland,"Oct 04 2020",1934
Poland,"Oct 05 2020",2006
Poland,"Oct 06 2020",2236
Poland,"Oct 07 2020",3003
Poland,"Oct 08 2020",4280
Poland,"Oct 09 2020",4739
Poland,"Oct 10 2020",5300
Poland,"Oct 11 2020",4178
Poland,"Oct 12 2020",4394
Poland,"Oct 13 2020",5068
Poland,"Oct 14 2020",6526
Poland,"Oct 15 2020",8099
Poland,"Oct 16 2020",7705
Poland,"Oct 17 2020",9622
Poland,"Oct 18 2020",8536
Poland,"Oct 19 2020",7482
Poland,"Oct 20 2020",9291
Poland,"Oct 21 2020",10040
Poland,"Oct 22 2020",12107
Poland,"Oct 23 2020",13632
Poland,"Oct 24 2020",13628
Poland,"Oct 25 2020",11742
Poland,"Oct 26 2020",10241
Poland,"Oct 27 2020",16300
Poland,"Oct 28 2020",18820
Poland,"Oct 29 2020",20156
Poland,"Oct 30 2020",21629
Poland,"Oct 31 2020",21897
Poland,"Nov 01 2020",17171
Poland,"Nov 02 2020",15578
Poland,"Nov 03 2020",19364
Poland,"Nov 04 2020",24692
Poland,"Nov 05 2020",27143
Poland,"Nov 06 2020",27086
Poland,"Nov 07 2020",27875
Poland,"Nov 08 2020",24785
Poland,"Nov 09 2020",21713
Poland,"Nov 10 2020",25454
Poland,"Nov 11 2020",25221
Poland,"Nov 12 2020",22683
Poland,"Nov 13 2020",24051
Poland,"Nov 14 2020",25571
Poland,"Nov 15 2020",21854
Poland,"Nov 16 2020",20816
Poland,"Nov 17 2020",19152
Poland,"Nov 18 2020",19883
Poland,"Nov 19 2020",23975
Poland,"Nov 20 2020",22464
Poland,"Nov 21 2020",23602
Poland,"Nov 22 2020",18467
Poland,"Nov 23 2020",37596
Poland,"Nov 24 2020",10133
Poland,"Nov 25 2020",15365
Poland,"Nov 26 2020",16931
Poland,"Nov 27 2020",17059
Poland,"Nov 28 2020",15177
Poland,"Nov 29 2020",11486
Poland,"Nov 30 2020",5741
Poland,"Dec 01 2020",9073
Poland,"Dec 02 2020",13880
Poland,"Dec 03 2020",14835
Poland,"Dec 04 2020",13236
Poland,"Dec 05 2020",12430
Poland,"Dec 06 2020",9174
Poland,"Dec 07 2020",4421
Poland,"Dec 08 2020",8310
Poland,"Dec 09 2020",12169
Poland,"Dec 10 2020",13744
Poland,"Dec 11 2020",13112
Poland,"Dec 12 2020",11496
Poland,"Dec 13 2020",8977
Poland,"Dec 14 2020",4863
Poland,"Dec 15 2020",6908
Poland,"Dec 16 2020",12454
Poland,"Dec 17 2020",11950
Poland,"Dec 18 2020",10992
Poland,"Dec 19 2020",11263
Poland,"Dec 20 2020",8594
Poland,"Dec 21 2020",4633
Poland,"Dec 22 2020",7189
Poland,"Dec 23 2020",12361
Poland,"Dec 24 2020",13119
Poland,"Dec 25 2020",8907
Poland,"Dec 26 2020",5212
Poland,"Dec 27 2020",3678
Poland,"Dec 28 2020",2921
Poland,"Dec 29 2020",7739
Poland,"Dec 30 2020",13022
Poland,"Dec 31 2020",13285
Poland,"Jan 01 2021",11069
Poland,"Jan 02 2021",6988
Poland,"Jan 03 2021",5692
Poland,"Jan 04 2021",4404
Poland,"Jan 05 2021",7693
Poland,"Jan 06 2021",14216
Poland,"Jan 07 2021",12027
Poland,"Jan 08 2021",8986
Poland,"Jan 09 2021",10271
Poland,"Jan 10 2021",9651
Poland,"Jan 11 2021",4447
Poland,"Jan 12 2021",5642
Poland,"Jan 13 2021",9074
Poland,"Jan 14 2021",9599
Poland,"Jan 15 2021",7675
Poland,"Jan 16 2021",7327
Poland,"Jan 17 2021",6116
Poland,"Jan 18 2021",3326
Poland,"Jan 19 2021",4859
Poland,"Jan 20 2021",6775
Poland,"Jan 21 2021",7205
Poland,"Jan 22 2021",6749
Poland,"Jan 23 2021",6205
Poland,"Jan 24 2021",4938
Poland,"Jan 25 2021",2418
Poland,"Jan 26 2021",4605
Poland,"Jan 27 2021",6786
Poland,"Jan 28 2021",7157
Poland,"Jan 29 2021",6144
Poland,"Jan 30 2021",5869
Poland,"Jan 31 2021",4703
Poland,"Feb 01 2021",2507
Poland,"Feb 02 2021",4325
Poland,"Feb 03 2021",6801
Poland,"Feb 04 2021",6496
Poland,"Feb 05 2021",6054
Poland,"Feb 06 2021",5962
Poland,"Feb 07 2021",4728
Poland,"Feb 08 2021",2401
Poland,"Feb 09 2021",4059
Poland,"Feb 10 2021",6935
Poland,"Feb 11 2021",7007
Poland,"Feb 12 2021",6378
Poland,"Feb 13 2021",6586
Poland,"Feb 14 2021",5333
Poland,"Feb 15 2021",2541
Poland,"Feb 16 2021",5183
Poland,"Feb 17 2021",8695
Poland,"Feb 18 2021",9068
Poland,"Feb 19 2021",8776
Poland,"Feb 20 2021",8512
Poland,"Feb 21 2021",7039
Poland,"Feb 22 2021",3884
Poland,"Feb 23 2021",6311
Poland,"Feb 24 2021",12147
Poland,"Feb 25 2021",12139
Poland,"Feb 26 2021",11536
Poland,"Feb 27 2021",12102
Poland,"Feb 28 2021",10099
Poland,"Mar 01 2021",4785
Poland,"Mar 02 2021",7937
Poland,"Mar 03 2021",15701
Poland,"Mar 04 2021",15252
Poland,"Mar 05 2021",15827
Poland,"Mar 06 2021",14852
Poland,"Mar 07 2021",13573
Poland,"Mar 08 2021",6169
Poland,"Mar 09 2021",9971
Poland,"Mar 10 2021",17326
Poland,"Mar 11 2021",21143
Poland,"Mar 12 2021",18789
Poland,"Mar 13 2021",21062
Poland,"Mar 14 2021",17258
Poland,"Mar 15 2021",10894
Poland,"Mar 16 2021",14397
Poland,"Mar 17 2021",25048
Poland,"Mar 18 2021",27276
Poland,"Mar 19 2021",26049
Poland,"Mar 20 2021",26406
Poland,"Mar 21 2021",21850
Poland,"Mar 22 2021",14577
Poland,"Mar 23 2021",17565
Poland,"Mar 24 2021",29977
Poland,"Mar 25 2021",34153
Poland,"Mar 26 2021",35145
Poland,"Mar 27 2021",31770
Poland,"Mar 28 2021",29261
Poland,"Mar 29 2021",16957
Poland,"Mar 30 2021",20887
Poland,"Mar 31 2021",32876
Poland,"Apr 01 2021",35246
Poland,"Apr 02 2021",30546
Poland,"Apr 03 2021",28084
Poland,"Apr 04 2021"        ,22947            
US,"Feb 15 2020",null
US,"Feb 16 2020",0
US,"Feb 17 2020",0
US,"Feb 18 2020",0
US,"Feb 19 2020",0
US,"Feb 20 2020",0
US,"Feb 21 2020",20
US,"Feb 22 2020",0
US,"Feb 23 2020",0
US,"Feb 24 2020",18
US,"Feb 25 2020",4
US,"Feb 26 2020",3
US,"Feb 27 2020",0
US,"Feb 28 2020",3
US,"Feb 29 2020",5
US,"Mar 01 2020",7
US,"Mar 02 2020",25
US,"Mar 03 2020",24
US,"Mar 04 2020",34
US,"Mar 05 2020",63
US,"Mar 06 2020",98
US,"Mar 07 2020",116
US,"Mar 08 2020",106
US,"Mar 09 2020",163
US,"Mar 10 2020",290
US,"Mar 11 2020",307
US,"Mar 12 2020",399
US,"Mar 13 2020",599
US,"Mar 14 2020",649
US,"Mar 15 2020",890
US,"Mar 16 2020",1387
US,"Mar 17 2020",1990
US,"Mar 18 2020",3199
US,"Mar 19 2020",4850
US,"Mar 20 2020",6008
US,"Mar 21 2020",5156
US,"Mar 22 2020",9654
US,"Mar 23 2020",10873
US,"Mar 24 2020",11745
US,"Mar 25 2020",13711
US,"Mar 26 2020",18104
US,"Mar 27 2020",19238
US,"Mar 28 2020",19538
US,"Mar 29 2020",20352
US,"Mar 30 2020",23906
US,"Mar 31 2020",25957
US,"Apr 01 2020",27759
US,"Apr 02 2020",31037
US,"Apr 03 2020",33438
US,"Apr 04 2020",34986
US,"Apr 05 2020",26471
US,"Apr 06 2020",32726
US,"Apr 07 2020",35276
US,"Apr 08 2020",33185
US,"Apr 09 2020",34463
US,"Apr 10 2020",34676
US,"Apr 11 2020",30437
US,"Apr 12 2020",26553
US,"Apr 13 2020",27771
US,"Apr 14 2020",29494
US,"Apr 15 2020",31953
US,"Apr 16 2020",30638
US,"Apr 17 2020",33824
US,"Apr 18 2020",29136
US,"Apr 19 2020",25756
US,"Apr 20 2020",29702
US,"Apr 21 2020",27313
US,"Apr 22 2020",32305
US,"Apr 23 2020",31767
US,"Apr 24 2020",36498
US,"Apr 25 2020",35039
US,"Apr 26 2020",26415
US,"Apr 27 2020",23833
US,"Apr 28 2020",26466
US,"Apr 29 2020",29499
US,"Apr 30 2020",31766
US,"May 01 2020",36037
US,"May 02 2020",29211
US,"May 03 2020",27038
US,"May 04 2020",25613
US,"May 05 2020",26066
US,"May 06 2020",25902
US,"May 07 2020",29601
US,"May 08 2020",29404
US,"May 09 2020",25911
US,"May 10 2020",20458
US,"May 11 2020",19200
US,"May 12 2020",24069
US,"May 13 2020",22995
US,"May 14 2020",27905
US,"May 15 2020",27946
US,"May 16 2020",23790
US,"May 17 2020",19628
US,"May 18 2020",23888
US,"May 19 2020",21568
US,"May 20 2020",22772
US,"May 21 2020",28810
US,"May 22 2020",25300
US,"May 23 2020",21833
US,"May 24 2020",19262
US,"May 25 2020",19692
US,"May 26 2020",19987
US,"May 27 2020",20746
US,"May 28 2020",23874
US,"May 29 2020",25697
US,"May 30 2020",23982
US,"May 31 2020",20434
US,"Jun 01 2020",19410
US,"Jun 02 2020",22477
US,"Jun 03 2020",20922
US,"Jun 04 2020",22897
US,"Jun 05 2020",25817
US,"Jun 06 2020",23136
US,"Jun 07 2020",19504
US,"Jun 08 2020",19214
US,"Jun 09 2020",19460
US,"Jun 10 2020",21304
US,"Jun 11 2020",23844
US,"Jun 12 2020",27416
US,"Jun 13 2020",26289
US,"Jun 14 2020",20704
US,"Jun 15 2020",21189
US,"Jun 16 2020",26225
US,"Jun 17 2020",26326
US,"Jun 18 2020",28727
US,"Jun 19 2020",33755
US,"Jun 20 2020",34248
US,"Jun 21 2020",26678
US,"Jun 22 2020",32178
US,"Jun 23 2020",36803
US,"Jun 24 2020",39308
US,"Jun 25 2020",40975
US,"Jun 26 2020",48380
US,"Jun 27 2020",44432
US,"Jun 28 2020",41117
US,"Jun 29 2020",46377
US,"Jun 30 2020",47459
US,"Jul 01 2020",53200
US,"Jul 02 2020",58746
US,"Jul 03 2020",61151
US,"Jul 04 2020",50705
US,"Jul 05 2020",47262
US,"Jul 06 2020",52514
US,"Jul 07 2020",56782
US,"Jul 08 2020",63443
US,"Jul 09 2020",63128
US,"Jul 10 2020",73786
US,"Jul 11 2020",63679
US,"Jul 12 2020",59627
US,"Jul 13 2020",66782
US,"Jul 14 2020",67930
US,"Jul 15 2020",74013
US,"Jul 16 2020",74560
US,"Jul 17 2020",76258
US,"Jul 18 2020",65354
US,"Jul 19 2020",66341
US,"Jul 20 2020",63976
US,"Jul 21 2020",69341
US,"Jul 22 2020",73158
US,"Jul 23 2020",71810
US,"Jul 24 2020",80067
US,"Jul 25 2020",70792
US,"Jul 26 2020",57675
US,"Jul 27 2020",62534
US,"Jul 28 2020",66894
US,"Jul 29 2020",66808
US,"Jul 30 2020",71138
US,"Jul 31 2020",74105
US,"Aug 01 2020",60822
US,"Aug 02 2020",50697
US,"Aug 03 2020",49452
US,"Aug 04 2020",55423
US,"Aug 05 2020",56301
US,"Aug 06 2020",60489
US,"Aug 07 2020",64481
US,"Aug 08 2020",58995
US,"Aug 09 2020",49266
US,"Aug 10 2020",49230
US,"Aug 11 2020",55555
US,"Aug 12 2020",56292
US,"Aug 13 2020",54701
US,"Aug 14 2020",62052
US,"Aug 15 2020",54306
US,"Aug 16 2020",39339
US,"Aug 17 2020",40811
US,"Aug 18 2020",44530
US,"Aug 19 2020",45905
US,"Aug 20 2020",45793
US,"Aug 21 2020",51336
US,"Aug 22 2020",45687
US,"Aug 23 2020",35146
US,"Aug 24 2020",40821
US,"Aug 25 2020",40790
US,"Aug 26 2020",45264
US,"Aug 27 2020",46328
US,"Aug 28 2020",49512
US,"Aug 29 2020",45618
US,"Aug 30 2020",36105
US,"Aug 31 2020",37799
US,"Sep 01 2020",42644
US,"Sep 02 2020",41175
US,"Sep 03 2020",45816
US,"Sep 04 2020",53657
US,"Sep 05 2020",44506
US,"Sep 06 2020",32777
US,"Sep 07 2020",26409
US,"Sep 08 2020",28085
US,"Sep 09 2020",36364
US,"Sep 10 2020",39557
US,"Sep 11 2020",47059
US,"Sep 12 2020",41402
US,"Sep 13 2020",34703
US,"Sep 14 2020",38293
US,"Sep 15 2020",37141
US,"Sep 16 2020",40705
US,"Sep 17 2020",46737
US,"Sep 18 2020",51809
US,"Sep 19 2020",44708
US,"Sep 20 2020",34760
US,"Sep 21 2020",36822
US,"Sep 22 2020",35963
US,"Sep 23 2020",41970
US,"Sep 24 2020",46024
US,"Sep 25 2020",54694
US,"Sep 26 2020",44972
US,"Sep 27 2020",34640
US,"Sep 28 2020",38268
US,"Sep 29 2020",44301
US,"Sep 30 2020",42538
US,"Oct 01 2020",47969
US,"Oct 02 2020",52495
US,"Oct 03 2020",49876
US,"Oct 04 2020",34967
US,"Oct 05 2020",41627
US,"Oct 06 2020",43666
US,"Oct 07 2020",49545
US,"Oct 08 2020",57746
US,"Oct 09 2020",61659
US,"Oct 10 2020",54748
US,"Oct 11 2020",43962
US,"Oct 12 2020",47236
US,"Oct 13 2020",53821
US,"Oct 14 2020",59177
US,"Oct 15 2020",66292
US,"Oct 16 2020",71893
US,"Oct 17 2020",59972
US,"Oct 18 2020",51310
US,"Oct 19 2020",58709
US,"Oct 20 2020",63258
US,"Oct 21 2020",66873
US,"Oct 22 2020",74915
US,"Oct 23 2020",83555
US,"Oct 24 2020",81040
US,"Oct 25 2020",64323
US,"Oct 26 2020",69996
US,"Oct 27 2020",76786
US,"Oct 28 2020",82478
US,"Oct 29 2020",92907
US,"Oct 30 2020",101992
US,"Oct 31 2020",90241
US,"Nov 01 2020",77989
US,"Nov 02 2020",90242
US,"Nov 03 2020",96288
US,"Nov 04 2020",108404
US,"Nov 05 2020",122994
US,"Nov 06 2020",135917
US,"Nov 07 2020",131571
US,"Nov 08 2020",110326
US,"Nov 09 2020",125532
US,"Nov 10 2020",146036
US,"Nov 11 2020",146753
US,"Nov 12 2020",165421
US,"Nov 13 2020",187530
US,"Nov 14 2020",162524
US,"Nov 15 2020",150064
US,"Nov 16 2020",161636
US,"Nov 17 2020",163331
US,"Nov 18 2020",176505
US,"Nov 19 2020",194230
US,"Nov 20 2020",205416
US,"Nov 21 2020",178650
US,"Nov 22 2020",153763
US,"Nov 23 2020",175749
US,"Nov 24 2020",179238
US,"Nov 25 2020",183537
US,"Nov 26 2020",163562
US,"Nov 27 2020",167377
US,"Nov 28 2020",147875
US,"Nov 29 2020",146801
US,"Nov 30 2020",168167
US,"Dec 01 2020",184464
US,"Dec 02 2020",207405
US,"Dec 03 2020",222935
US,"Dec 04 2020",239565
US,"Dec 05 2020",215665
US,"Dec 06 2020",184534
US,"Dec 07 2020",201480
US,"Dec 08 2020",211277
US,"Dec 09 2020",227986
US,"Dec 10 2020",228795
US,"Dec 11 2020",248124
US,"Dec 12 2020",227562
US,"Dec 13 2020",196086
US,"Dec 14 2020",201894
US,"Dec 15 2020",203468
US,"Dec 16 2020",252651
US,"Dec 17 2020",239661
US,"Dec 18 2020",257788
US,"Dec 19 2020",200888
US,"Dec 20 2020",191089
US,"Dec 21 2020",202564
US,"Dec 22 2020",199897
US,"Dec 23 2020",234118
US,"Dec 24 2020",212219
US,"Dec 25 2020",155514
US,"Dec 26 2020",167024
US,"Dec 27 2020",146310
US,"Dec 28 2020",187973
US,"Dec 29 2020",200075
US,"Dec 30 2020",237032
US,"Dec 31 2020",243613
US,"Jan 01 2021",230188
US,"Jan 02 2021",237274
US,"Jan 03 2021",204424
US,"Jan 04 2021",198320
US,"Jan 05 2021",233954
US,"Jan 06 2021",266487
US,"Jan 07 2021",281504
US,"Jan 08 2021",308978
US,"Jan 09 2021",261264
US,"Jan 10 2021",222213
US,"Jan 11 2021",219274
US,"Jan 12 2021",229741
US,"Jan 13 2021",240222
US,"Jan 14 2021",235616
US,"Jan 15 2021",250571
US,"Jan 16 2021",208221
US,"Jan 17 2021",179534
US,"Jan 18 2021",151289
US,"Jan 19 2021",175039
US,"Jan 20 2021",192332
US,"Jan 21 2021",195058
US,"Jan 22 2021",196622
US,"Jan 23 2021",176752
US,"Jan 24 2021",143181
US,"Jan 25 2021",152007
US,"Jan 26 2021",152877
US,"Jan 27 2021",162604
US,"Jan 28 2021",165763
US,"Jan 29 2021",172487
US,"Jan 30 2021",147071
US,"Jan 31 2021",113005
US,"Feb 01 2021",127773
US,"Feb 02 2021",117001
US,"Feb 03 2021",115286
US,"Feb 04 2021",127178
US,"Feb 05 2021",135020
US,"Feb 06 2021",110199
US,"Feb 07 2021",92719
US,"Feb 08 2021",94289
US,"Feb 09 2021",100063
US,"Feb 10 2021",99901
US,"Feb 11 2021",109434
US,"Feb 12 2021",104688
US,"Feb 13 2021",87992
US,"Feb 14 2021",67773
US,"Feb 15 2021",57380
US,"Feb 16 2021",66368
US,"Feb 17 2021",73911
US,"Feb 18 2021",72419
US,"Feb 19 2021",84848
US,"Feb 20 2021",72645
US,"Feb 21 2021",59264
US,"Feb 22 2021",58609
US,"Feb 23 2021",74239
US,"Feb 24 2021",76372
US,"Feb 25 2021",78885
US,"Feb 26 2021",81311
US,"Feb 27 2021",65958
US,"Feb 28 2021",54319
US,"Mar 01 2021",54193
US,"Mar 02 2021",58135
US,"Mar 03 2021",67552
US,"Mar 04 2021",68783
US,"Mar 05 2021",69425
US,"Mar 06 2021",59791
US,"Mar 07 2021",45519
US,"Mar 08 2021",45123
US,"Mar 09 2021",56045
US,"Mar 10 2021",61459
US,"Mar 11 2021",62718
US,"Mar 12 2021",68284
US,"Mar 13 2021",52881
US,"Mar 14 2021",43267
US,"Mar 15 2021",46260
US,"Mar 16 2021",53958
US,"Mar 17 2021",63491
US,"Mar 18 2021",63572
US,"Mar 19 2021",66239
US,"Mar 20 2021",59466
US,"Mar 21 2021",47189
US,"Mar 22 2021",46234
US,"Mar 23 2021",60311
US,"Mar 24 2021",67143
US,"Mar 25 2021",67651
US,"Mar 26 2021",77272
US,"Mar 27 2021",68176
US,"Mar 28 2021",52283
US,"Mar 29 2021",60117
US,"Mar 30 2021",63120
US,"Mar 31 2021",70219
US,"Apr 01 2021",77251
US,"Apr 02 2021",70496
US,"Apr 03 2021",66109
US,"Apr 04 2021"        ,36983            
